lsgi_code_ward_number,lsgi_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
B11123_13,B11123,Thodannur,13,Villiappally,Subaida Kuyyadiyil,Kozhikkode,Block Panchayat,IUML,UDF,3711,2025
B11123_14,B11123,Thodannur,14,Mayyannur,Naseema Thattamkuniyil,Kozhikkode,Block Panchayat,IND,OTH,3117,2025
B11121_1,B11121,Tuneri,1,Iringannur,T.P.Purushu,Kozhikkode,Block Panchayat,CPI(M),LDF,4158,2025
B11121_2,B11121,Tuneri,2,Parakkadavu,Soopy Narikkatteri,Kozhikkode,Block Panchayat,IUML,UDF,5235,2025
B11121_3,B11121,Tuneri,3,Chekkiad,Safiya Vayaloli,Kozhikkode,Block Panchayat,IUML,UDF,6631,2025
B11121_4,B11121,Tuneri,4,Valayam,Arshid K K,Kozhikkode,Block Panchayat,CPI(M),LDF,4346,2025
B11121_5,B11121,Tuneri,5,Kallunira,K P Pradeesh,Kozhikkode,Block Panchayat,CPI(M),LDF,4346,2025
B11121_6,B11121,Tuneri,6,Nidumparamb,K T Babu,Kozhikkode,Block Panchayat,CPI(M),LDF,5077,2025
B11121_7,B11121,Tuneri,7,Vanimel,Benila Sathyan,Kozhikkode,Block Panchayat,IUML,UDF,7295,2025
B11121_8,B11121,Tuneri,8,Kallachi,Sheema Vallil,Kozhikkode,Block Panchayat,CPI,LDF,4518,2025
B11121_9,B11121,Tuneri,9,Kummankode,Akhila Mariyat,Kozhikkode,Block Panchayat,INC,UDF,5660,2025
B11121_10,B11121,Tuneri,10,Aroor,P M Rajan Master,Kozhikkode,Block Panchayat,CPI(M),LDF,4577,2025
B11121_11,B11121,Tuneri,11,Nadapuram,Sumayya Paattathil,Kozhikkode,Block Panchayat,IUML,UDF,5943,2025
B11121_12,B11121,Tuneri,12,Tuneri,Shahina P Puliyullathil,Kozhikkode,Block Panchayat,IUML,UDF,4104,2025
B11121_13,B11121,Tuneri,13,Kodancheri,Rajila Kizhakum Karamal,Kozhikkode,Block Panchayat,INC,UDF,3904,2025
B11121_14,B11121,Tuneri,14,Purameri,Rama Madappally,Kozhikkode,Block Panchayat,CPI(M),LDF,4941,2025
B11121_15,B11121,Tuneri,15,Edacheri,Rajila,Kozhikkode,Block Panchayat,CPI(M),LDF,4972,2025
B11120_1,B11120,Vadakara,1,Poozhithala,Jasmina Kalleri,Kozhikkode,Block Panchayat,IUML,UDF,3452,2025
B11120_2,B11120,Vadakara,2,Koroth Road,Vijeesh,Kozhikkode,Block Panchayat,CPI(M),LDF,2412,2025
B11120_3,B11120,Vadakara,3,Kunnummakkara,Preethi,Kozhikkode,Block Panchayat,CPI(M),LDF,2870,2025
B11120_4,B11120,Vadakara,4,Adiyur,Prasanna M K,Kozhikkode,Block Panchayat,RJD,LDF,3109,2025
B11120_5,B11120,Vadakara,5,Orkkatteri,Minika,Kozhikkode,Block Panchayat,RMPI,OTH,3455,2025
B11120_6,B11120,Vadakara,6,Karthikappalli,Radhakrishnan,Kozhikkode,Block Panchayat,INC,UDF,3685,2025
B11120_7,B11120,Vadakara,7,Vaikkilasseri,Bindhu,Kozhikkode,Block Panchayat,RMPI,OTH,3004,2025
B11120_8,B11120,Vadakara,8,Vallikkad,Rajan,Kozhikkode,Block Panchayat,CPI(M),LDF,3242,2025
B11120_9,B11120,Vadakara,9,Chorode,Suresh Cheriyandiyil,Kozhikkode,Block Panchayat,CPI(M),LDF,2585,2025
B11120_10,B11120,Vadakara,10,Muttungal,Shamsudheen,Kozhikkode,Block Panchayat,IUML,UDF,3000,2025
B11120_11,B11120,Vadakara,11,Nadapuram Road,Sathyan.K.M,Kozhikkode,Block Panchayat,CPI(M),LDF,2970,2025
B11120_12,B11120,Vadakara,12,Vellikulangara,Chandri,Kozhikkode,Block Panchayat,RMPI,OTH,3667,2025
B11120_13,B11120,Vadakara,13,Kannookkara,Jalaja,Kozhikkode,Block Panchayat,INC,UDF,2976,2025
B11120_14,B11120,Vadakara,14,Kunhippally,Rajani,Kozhikkode,Block Panchayat,RJD,LDF,2736,2025
B10109_1,B10109,Areacode,1,Keezhuparamba,M.K. Kunhumuhammed,Malappuram,Block Panchayat,INC,UDF,5775,2025
B10109_2,B10109,Areacode,2,Pathanapuram,Aisha Kolothumthodi,Malappuram,Block Panchayat,IUML,UDF,4813,2025
B10109_3,B10109,Areacode,3,Vettilapara,Shijo  Antony,Malappuram,Block Panchayat,INC,UDF,4754,2025
B10109_4,B10109,Areacode,4,Maithra,Abdul Hameed Bichutty,Malappuram,Block Panchayat,IUML,UDF,5596,2025
B10109_5,B10109,Areacode,5,Poovathikkal,C.T.Abdurahiman,Malappuram,Block Panchayat,IUML,UDF,5714,2025
B10109_6,B10109,Areacode,6,Edavanna,Hydhru,Malappuram,Block Panchayat,INC,UDF,7133,2025
B10109_7,B10109,Areacode,7,Pathappiriyam,V.P. Lukhman,Malappuram,Block Panchayat,IUML,UDF,5594,2025
B10109_8,B10109,Areacode,8,Pannippara,Hasna,Malappuram,Block Panchayat,IUML,UDF,6675,2025
B10109_9,B10109,Areacode,9,Kavannoor,Jaleela,Malappuram,Block Panchayat,IUML,UDF,6779,2025
B10109_10,B10109,Areacode,10,Elayur,Shaharban Shareef,Malappuram,Block Panchayat,INC,UDF,6825,2025
B10109_11,B10109,Areacode,11,Pulpatta,Divya,Malappuram,Block Panchayat,IUML,UDF,5563,2025
B10109_12,B10109,Areacode,12,Pookkolathur,Fathimath Zuhra Srambikkal,Malappuram,Block Panchayat,IND,OTH,4975,2025
B10109_13,B10109,Areacode,13,Thrippanachi,Subaida Abdullah,Malappuram,Block Panchayat,IUML,UDF,6468,2025
B10109_14,B10109,Areacode,14,Kuzhimanna,Shaiju,Malappuram,Block Panchayat,INC,UDF,7357,2025
B10109_15,B10109,Areacode,15,Kizhisseri,Bushra,Malappuram,Block Panchayat,IUML,UDF,6942,2025
B10109_16,B10109,Areacode,16,Omanoor,Safa Basila P,Malappuram,Block Panchayat,IUML,UDF,7456,2025
B10109_17,B10109,Areacode,17,Cheakode,Samitha Haridas,Malappuram,Block Panchayat,INC,UDF,7232,2025
B10109_18,B10109,Areacode,18,Velleri,Abdul Latheef,Malappuram,Block Panchayat,IUML,UDF,6125,2025
B10109_19,B10109,Areacode,19,Areacode,C. Sainul Abid,Malappuram,Block Panchayat,INC,UDF,5462,2025
B10108_1,B10108,Kalikavu,1,Mylampara,Suresh Master,Malappuram,Block Panchayat,INC,UDF,4426,2025
B10108_2,B10108,Kalikavu,2,Kavalamukkatta,Ameer Vallikkadan,Malappuram,Block Panchayat,INC,UDF,5612,2025
B10108_3,B10108,Kalikavu,3,Pookkottumpadam,Rafeeka Mattaththoor,Malappuram,Block Panchayat,IUML,UDF,5004,2025
B10108_4,B10108,Kalikavu,4,Pullangode,P Shijimol,Malappuram,Block Panchayat,INC,UDF,5790,2025
B10108_5,B10108,Kalikavu,5,Kalikavu,Meharunnisa,Malappuram,Block Panchayat,INC,UDF,5604,2025
B10108_6,B10108,Kalikavu,6,Kerala,P K Saleena,Malappuram,Block Panchayat,INC,UDF,4556,2025
B10108_7,B10108,Kalikavu,7,Karuvarakundu,Jaseera V P,Malappuram,Block Panchayat,IUML,UDF,6448,2025
B10108_8,B10108,Kalikavu,8,Punnakkad,M Fiyas,Malappuram,Block Panchayat,IUML,UDF,5674,2025
B10108_9,B10108,Kalikavu,9,Anjilangadi,Eroothth Nasar Master,Malappuram,Block Panchayat,INC,UDF,6074,2025
B10108_10,B10108,Kalikavu,10,Edappatta,Afroos Shahana C T,Malappuram,Block Panchayat,IUML,UDF,6078,2025
B10108_11,B10108,Kalikavu,11,Thuvvur,Supriya K,Malappuram,Block Panchayat,IUML,UDF,5579,2025
B10108_12,B10108,Kalikavu,12,Neelancheri,Rasheed,Malappuram,Block Panchayat,INC,UDF,6055,2025
B10108_13,B10108,Kalikavu,13,Anchachavidi,K Subaida,Malappuram,Block Panchayat,IUML,UDF,5891,2025
B10108_14,B10108,Kalikavu,14,Maliyekkal,Abdul Hameed (Inni),Malappuram,Block Panchayat,IUML,UDF,5879,2025
B10108_15,B10108,Kalikavu,15,Amarambalam,Kembil Ravi,Malappuram,Block Panchayat,INC,UDF,4527,2025
B10108_16,B10108,Kalikavu,16,Karulai,Jayasree Ancheriyan,Malappuram,Block Panchayat,IUML,UDF,5388,2025
B10106_1,B10106,Kondotty,1,Karad,Shijin A P,Malappuram,Block Panchayat,CPI(M),LDF,4114,2025
B10106_2,B10106,Kondotty,2,Kakkove,Moossafaulad,Malappuram,Block Panchayat,IUML,UDF,5209,2025
B10106_3,B10106,Kondotty,3,Aakkode,Ayisha,Malappuram,Block Panchayat,IUML,UDF,5910,2025
B10106_4,B10106,Kondotty,4,Vazhakkad,Vajeeda Jabeen.A,Malappuram,Block Panchayat,IUML,UDF,5599,2025
B10106_5,B10106,Kondotty,5,Edavannappara,Shameena,Malappuram,Block Panchayat,INC,UDF,5898,2025
B10106_6,B10106,Kondotty,6,Thavanur,Abdul Karim,Malappuram,Block Panchayat,IUML,UDF,4680,2025
B10106_7,B10106,Kondotty,7,Muthuvalloor,Ahammad Kabeer,Malappuram,Block Panchayat,IUML,UDF,5917,2025
B10106_8,B10106,Kondotty,8,Olavattoor,Faseela,Malappuram,Block Panchayat,IUML,UDF,5883,2025
B10106_9,B10106,Kondotty,9,Kottappuram,Khadeeja,Malappuram,Block Panchayat,IUML,UDF,5946,2025
B10106_10,B10106,Kondotty,10,Pulikkal,Fathima Rosna,Malappuram,Block Panchayat,INC,UDF,5883,2025
B10106_11,B10106,Kondotty,11,Airport,Shijitha  P,Malappuram,Block Panchayat,IUML,UDF,7723,2025
B10106_12,B10106,Kondotty,12,Puthurpallikkal,Abdushukkoor,Malappuram,Block Panchayat,IUML,UDF,6085,2025
B10106_13,B10106,Kondotty,13,Pallikkal,Suhrabi,Malappuram,Block Panchayat,INC,UDF,4139,2025
B10106_14,B10106,Kondotty,14,Paingottur,Safiya,Malappuram,Block Panchayat,INC,UDF,5624,2025
B10106_15,B10106,Kondotty,15,Chelembra,Abdul Latheef V,Malappuram,Block Panchayat,IUML,UDF,5976,2025
B10106_16,B10106,Kondotty,16,Aikkarappadi,Sakkeerbabu,Malappuram,Block Panchayat,IUML,UDF,5152,2025
B10106_17,B10106,Kondotty,17,Kannamvettikkavu,Abdu Rahman,Malappuram,Block Panchayat,IUML,UDF,4932,2025
B10106_18,B10106,Kondotty,18,Peringavu,Vishnu C P,Malappuram,Block Panchayat,CPI(M),LDF,3751,2025
B10113_1,B10113,Kuttipuram,1,Kallingalparambu,Abdul Kareem,Malappuram,Block Panchayat,IUML,UDF,5254,2025
B10113_2,B10113,Kuttipuram,2,Chelakkuth,Jamsheera,Malappuram,Block Panchayat,INC,UDF,6627,2025
B10113_3,B10113,Kuttipuram,3,Melmuri,Seleena,Malappuram,Block Panchayat,IUML,UDF,6002,2025
B10113_4,B10113,Kuttipuram,4,Karekkad,Suhrabi,Malappuram,Block Panchayat,IUML,UDF,5458,2025
B10113_5,B10113,Kuttipuram,5,Vadakkumpuram,Aseez,Malappuram,Block Panchayat,IUML,UDF,5364,2025
B10113_6,B10113,Kuttipuram,6,Edayur,Basheer,Malappuram,Block Panchayat,INC,UDF,5299,2025
B10113_7,B10113,Kuttipuram,7,Pookkattiri,Abdul Rasheed K,Malappuram,Block Panchayat,IUML,UDF,5309,2025
B10113_8,B10113,Kuttipuram,8,Valiyakunnu,Ummukulsu,Malappuram,Block Panchayat,IUML,UDF,4501,2025
B10113_9,B10113,Kuttipuram,9,Vendalloor,Shameela,Malappuram,Block Panchayat,INC,UDF,4573,2025
B10113_10,B10113,Kuttipuram,10,Painkannoor,Ajayakumar,Malappuram,Block Panchayat,IUML,UDF,5971,2025
B10113_11,B10113,Kuttipuram,11,Kuttipuram,Jameela,Malappuram,Block Panchayat,IUML,UDF,5563,2025
B10113_12,B10113,Kuttipuram,12,Chelloor,Sainaba,Malappuram,Block Panchayat,IUML,UDF,5513,2025
B10113_13,B10113,Kuttipuram,13,Naduvattom,Muhammed Ashraf,Malappuram,Block Panchayat,INC,UDF,4355,2025
B10113_14,B10113,Kuttipuram,14,Kurumbathur,Vaheeda A.P,Malappuram,Block Panchayat,IUML,UDF,5959,2025
B10113_15,B10113,Kuttipuram,15,Vettichira,Ashraf V.K,Malappuram,Block Panchayat,IUML,UDF,5492,2025
B10113_16,B10113,Kuttipuram,16,Puthanathani,Sameera,Malappuram,Block Panchayat,INC,UDF,5028,2025
B10113_17,B10113,Kuttipuram,17,Kadungathukundu,Makhbul,Malappuram,Block Panchayat,IUML,UDF,6170,2025
B10110_1,B10110,Malappuram,1,Ozhukur,Suhra Mumthas,Malappuram,Block Panchayat,INC,UDF,6069,2025
B10110_2,B10110,Malappuram,2,Mongam,M. C. Mujeeb,Malappuram,Block Panchayat,IUML,UDF,5968,2025
B10110_3,B10110,Malappuram,3,Pullara,Kaithakkodan Manzoor,Malappuram,Block Panchayat,IUML,UDF,6550,2025
B10110_4,B10110,Malappuram,4,Aravankara,Bushara Safar,Malappuram,Block Panchayat,IUML,UDF,6018,2025
B10110_5,B10110,Malappuram,5,Pookkottur,Sajitha Aboobacker,Malappuram,Block Panchayat,IND,OTH,5959,2025
B10110_6,B10110,Malappuram,6,Irumbuzhi,Aneesa Sainul Abid,Malappuram,Block Panchayat,IUML,UDF,6603,2025
B10110_7,B10110,Malappuram,7,Anakkayam,Fathima Rinsha,Malappuram,Block Panchayat,INC,UDF,5579,2025
B10110_8,B10110,Malappuram,8,Pandallur,Seenath K,Malappuram,Block Panchayat,IUML,UDF,6854,2025
B10110_9,B10110,Malappuram,9,Ummathur,Rajula Pelathodi,Malappuram,Block Panchayat,IUML,UDF,6549,2025
B10110_10,B10110,Malappuram,10,Chengottur,Latha Teacher,Malappuram,Block Panchayat,INC,UDF,4834,2025
B10110_11,B10110,Malappuram,11,Chappanangadi,K. P. Nusrath Rahman,Malappuram,Block Panchayat,IUML,UDF,5772,2025
B10110_12,B10110,Malappuram,12,Valiyad,Muhasin M K,Malappuram,Block Panchayat,INC,UDF,4876,2025
B10110_13,B10110,Malappuram,13,West Kodur,N. Kunheedu,Malappuram,Block Panchayat,IUML,UDF,6843,2025
B10110_14,B10110,Malappuram,14,Othukkungal,M. K. Nasar,Malappuram,Block Panchayat,IUML,UDF,5032,2025
B10110_15,B10110,Malappuram,15,Puthur,Assankutty (M. C. Kunhippa),Malappuram,Block Panchayat,IUML,UDF,5381,2025
B10110_16,B10110,Malappuram,16,Mattathur,Shoukkath Kadambot,Malappuram,Block Panchayat,IUML,UDF,6519,2025
B10110_17,B10110,Malappuram,17,Arimbra,Pullani Mani,Malappuram,Block Panchayat,IUML,UDF,6311,2025
B10112_1,B10112,Mankada,1,Padinhattumuri,Ayyappan,Malappuram,Block Panchayat,IUML,UDF,6396,2025
B10112_2,B10112,Mankada,2,Vallikkappatta,Sabida,Malappuram,Block Panchayat,INC,UDF,5160,2025
B10112_3,B10112,Mankada,3,Vellila,Praseena,Malappuram,Block Panchayat,INC,UDF,5191,2025
B10112_4,B10112,Mankada,4,Mankada,Rumaisa,Malappuram,Block Panchayat,IUML,UDF,6066,2025
B10112_5,B10112,Mankada,5,Vadakkangara,Mohammed  Haneefa,Malappuram,Block Panchayat,IUML,UDF,6708,2025
B10112_6,B10112,Mankada,6,Ramapuram,Sadikhali,Malappuram,Block Panchayat,IUML,UDF,5463,2025
B10112_7,B10112,Mankada,7,Puzhakkattiri,Sumalatha K N,Malappuram,Block Panchayat,INC,UDF,6120,2025
B10112_8,B10112,Mankada,8,Kolathur,Muhammad Shafeeque EP,Malappuram,Block Panchayat,INC,UDF,4451,2025
B10112_9,B10112,Mankada,9,Vengadu,Rasmy,Malappuram,Block Panchayat,CPI(M),LDF,4619,2025
B10112_10,B10112,Mankada,10,Kuruppathal,Mohammed Rafi,Malappuram,Block Panchayat,IUML,UDF,3871,2025
B10112_11,B10112,Mankada,11,Pang Chendi,Juvairiya,Malappuram,Block Panchayat,IUML,UDF,5491,2025
B10112_12,B10112,Mankada,12,Padapparambu,Sameera,Malappuram,Block Panchayat,IND,OTH,5966,2025
B10112_13,B10112,Mankada,13,Makkaraparambu,Anees  Mon,Malappuram,Block Panchayat,IUML,UDF,5174,2025
B10112_14,B10112,Mankada,14,Kuruva,Yousuf,Malappuram,Block Panchayat,IUML,UDF,6374,2025
B10112_15,B10112,Mankada,15,Koottilangadi,Sabira,Malappuram,Block Panchayat,IUML,UDF,7500,2025
B10105_1,B10105,Nilambur,1,Panamkayam,Madhavan T R (Maanu),Malappuram,Block Panchayat,INC,UDF,3813,2025
B10105_2,B10105,Nilambur,2,Pothukallu,Mahamood,Malappuram,Block Panchayat,IUML,UDF,3872,2025
B10105_3,B10105,Nilambur,3,Uppada,Prasannakumari,Malappuram,Block Panchayat,INC,UDF,4005,2025
B10105_4,B10105,Nilambur,4,Palemad,Adv. Kavitha Jayaprakash,Malappuram,Block Panchayat,INC,UDF,4839,2025
B10105_5,B10105,Nilambur,5,Marutha,Anusree Pallippadan,Malappuram,Block Panchayat,IUML,UDF,4916,2025
B10105_6,B10105,Nilambur,6,Vazhikkadavu,Latheef,Malappuram,Block Panchayat,IUML,UDF,4138,2025
B10105_7,B10105,Nilambur,7,Manimooli,Boby C Mampara,Malappuram,Block Panchayat,INC,UDF,4819,2025
B10105_8,B10105,Nilambur,8,Edakkara,K C Shahulhameed,Malappuram,Block Panchayat,IND,OTH,3360,2025
B10105_9,B10105,Nilambur,9,Karappuram,Jasmal Puthiyara,Malappuram,Block Panchayat,IUML,UDF,4470,2025
B10105_10,B10105,Nilambur,10,Moothedam,Rosamma Teacher,Malappuram,Block Panchayat,INC,UDF,5278,2025
B10105_11,B10105,Nilambur,11,Pallikkuth,Daisy,Malappuram,Block Panchayat,INC,UDF,3818,2025
B10105_12,B10105,Nilambur,12,Chungathara,Bushrabi,Malappuram,Block Panchayat,INC,UDF,4469,2025
B10105_13,B10105,Nilambur,13,Pookkottumanna,Zeenath Noushad,Malappuram,Block Panchayat,IND,OTH,4674,2025
B10105_14,B10105,Nilambur,14,Eranhimangad,Beena,Malappuram,Block Panchayat,INC,UDF,3724,2025
B10105_15,B10105,Nilambur,15,Edivanna,Rasiya,Malappuram,Block Panchayat,IUML,UDF,3427,2025
B10111_1,B10111,Perinthalmanna,1,Nenmini,T.Radhakrishnan,Malappuram,Block Panchayat,INC,UDF,6673,2025
B10111_2,B10111,Perinthalmanna,2,Keezhattoor,Ifra Mol,Malappuram,Block Panchayat,IUML,UDF,6665,2025
B10111_3,B10111,Perinthalmanna,3,Melattur,Sunil Ramanadan,Malappuram,Block Panchayat,INC,UDF,5566,2025
B10111_4,B10111,Perinthalmanna,4,Chemmaniyodu,Fathimath Sabna,Malappuram,Block Panchayat,IUML,UDF,5431,2025
B10111_5,B10111,Perinthalmanna,5,Kariavattam,Zubair Master,Malappuram,Block Panchayat,IUML,UDF,5411,2025
B10111_6,B10111,Perinthalmanna,6,Vettathur,Sakkeena Puthankott,Malappuram,Block Panchayat,INC,UDF,5333,2025
B10111_7,B10111,Perinthalmanna,7,Arakkuparambu,Ummul Faseela,Malappuram,Block Panchayat,IUML,UDF,6245,2025
B10111_8,B10111,Perinthalmanna,8,Thazhekode,Prabeena Habeeb,Malappuram,Block Panchayat,IUML,UDF,6450,2025
B10111_9,B10111,Perinthalmanna,9,Anamangad,Haris,Malappuram,Block Panchayat,INC,UDF,6109,2025
B10111_10,B10111,Perinthalmanna,10,Aliparamba,Vahida Teacher,Malappuram,Block Panchayat,IUML,UDF,6051,2025
B10111_11,B10111,Perinthalmanna,11,Thootha,Safwana Teacher,Malappuram,Block Panchayat,IUML,UDF,7468,2025
B10111_12,B10111,Perinthalmanna,12,Kunnakkavu,Sheena Pulakkodi,Malappuram,Block Panchayat,IUML,UDF,5245,2025
B10111_13,B10111,Perinthalmanna,13,Elamkulam,Abdul Jaleel (Adv.VP Jaleel),Malappuram,Block Panchayat,INC,UDF,4019,2025
B10111_14,B10111,Perinthalmanna,14,Pulamanthole,Shaji Kattuppara,Malappuram,Block Panchayat,INC,UDF,6346,2025
B10111_15,B10111,Perinthalmanna,15,Kuruvambalam,Basheer (Bhava),Malappuram,Block Panchayat,CPI(M),LDF,5148,2025
B10111_16,B10111,Perinthalmanna,16,Pariyapuram,Anil Pulipra,Malappuram,Block Panchayat,KC,UDF,4412,2025
B10111_17,B10111,Perinthalmanna,17,Thirurkkad,Haris Kalathil,Malappuram,Block Panchayat,IUML,UDF,6754,2025
B10111_18,B10111,Perinthalmanna,18,Angadipuram,Thottath Dhanya,Malappuram,Block Panchayat,CPI(M),LDF,4775,2025
B10111_19,B10111,Perinthalmanna,19,Valamboor,Najma Thabsheera,Malappuram,Block Panchayat,IUML,UDF,6730,2025
B10119_1,B10119,Perumpadappu,1,Kanjiramukku,Sabira,Malappuram,Block Panchayat,IUML,UDF,4326,2025
B10119_2,B10119,Perumpadappu,2,Panambad,Suresh,Malappuram,Block Panchayat,CPI(M),LDF,3148,2025
B10119_3,B10119,Perumpadappu,3,Alamkode,Ashwathi,Malappuram,Block Panchayat,INC,UDF,3843,2025
B10119_4,B10119,Perumpadappu,4,Kokkoor,Hazeeb,Malappuram,Block Panchayat,INC,UDF,4589,2025
B10119_5,B10119,Perumpadappu,5,Pallikkara,Anitha,Malappuram,Block Panchayat,IUML,UDF,4898,2025
B10119_6,B10119,Perumpadappu,6,Changaramkulam,Sajna M,Malappuram,Block Panchayat,INC,UDF,3436,2025
B10119_7,B10119,Perumpadappu,7,Mookkuthala,Niyas Muhammed,Malappuram,Block Panchayat,IUML,UDF,3577,2025
B10119_8,B10119,Perumpadappu,8,Perumbadapp,Fathima,Malappuram,Block Panchayat,INC,UDF,3375,2025
B10119_9,B10119,Perumpadappu,9,Ayiroor,Subair,Malappuram,Block Panchayat,CPI,LDF,2875,2025
B10119_10,B10119,Perumpadappu,10,Palapetti,Ismail,Malappuram,Block Panchayat,IUML,UDF,3541,2025
B10119_11,B10119,Perumpadappu,11,Veliyamcode,Siddiq,Malappuram,Block Panchayat,CPI(M),LDF,4498,2025
B10119_12,B10119,Perumpadappu,12,Eramangalam,Fathimatthu Suhara,Malappuram,Block Panchayat,INC,UDF,2826,2025
B10119_13,B10119,Perumpadappu,13,Marancheri,Sangeetha,Malappuram,Block Panchayat,INC,UDF,4392,2025
B10119_14,B10119,Perumpadappu,14,Pazhanzhi,Maya  N M,Malappuram,Block Panchayat,CPI(M),LDF,3193,2025
B10118_1,B10118,Ponnani,1,Tavanur,Vimal,Malappuram,Block Panchayat,CPI(M),LDF,3116,2025
B10118_2,B10118,Ponnani,2,Vellanchery,Pathmaja,Malappuram,Block Panchayat,INC,UDF,2720,2025
B10118_3,B10118,Ponnani,3,Thrikkannapuram,Saumya,Malappuram,Block Panchayat,IUML,UDF,3644,2025
B10118_4,B10118,Ponnani,4,Pottur,Mohammed Harshad Fajar,Malappuram,Block Panchayat,CPI(M),LDF,2968,2025
B10118_5,B10118,Ponnani,5,Vattamkulam,Farhana,Malappuram,Block Panchayat,IUML,UDF,2805,2025
B10118_6,B10118,Ponnani,6,Edappal Chungam,Asiya Parakkuzhiyil,Malappuram,Block Panchayat,IND,OTH,2641,2025
B10118_7,B10118,Ponnani,7,Venginikkara,Adv. Gayathri R,Malappuram,Block Panchayat,CPI(M),LDF,2767,2025
B10118_8,B10118,Ponnani,8,Kololambu,Abdul Nasar Pattarambu,Malappuram,Block Panchayat,CPI(M),LDF,2969,2025
B10118_9,B10118,Ponnani,9,Thuyyam,Sheena Mailanchi Parambil,Malappuram,Block Panchayat,CPI(M),LDF,2566,2025
B10118_10,B10118,Ponnani,10,Porookkara,Sandeep Vijayan,Malappuram,Block Panchayat,CPI(M),LDF,2534,2025
B10118_11,B10118,Ponnani,11,Naripparambu,Balkkees Koranappatta,Malappuram,Block Panchayat,IUML,UDF,2943,2025
B10118_12,B10118,Ponnani,12,Kandanakam,T P Sreejith,Malappuram,Block Panchayat,INC,UDF,2434,2025
B10118_13,B10118,Ponnani,13,Kalady,Shaji Manoor,Malappuram,Block Panchayat,IUML,UDF,3000,2025
B10118_14,B10118,Ponnani,14,Athalur,Naufal,Malappuram,Block Panchayat,CPI(M),LDF,2657,2025
B10114_1,B10114,Tanur,1,Ozhur,Savitha Chulliyath,Malappuram,Block Panchayat,CPI(M),LDF,4298,2025
B10114_2,B10114,Tanur,2,Ayyaya,Maimoona Shihab,Malappuram,Block Panchayat,IUML,UDF,6446,2025
B10114_3,B10114,Tanur,3,Perumanna,Saithalavi Thottiyil,Malappuram,Block Panchayat,IUML,UDF,5756,2025
B10114_4,B10114,Tanur,4,Klari,Ali Ashraf. K.P,Malappuram,Block Panchayat,IUML,UDF,5327,2025
B10114_5,B10114,Tanur,5,Valavannur,Nasreen Manningal,Malappuram,Block Panchayat,IUML,UDF,5716,2025
B10114_6,B10114,Tanur,6,Kadungathukund,Narayanan Kalathilpadi,Malappuram,Block Panchayat,INC,UDF,5251,2025
B10114_7,B10114,Tanur,7,Varanakkara,Nesheeda,Malappuram,Block Panchayat,IUML,UDF,6089,2025
B10114_8,B10114,Tanur,8,Kurukkol,C. Noushad,Malappuram,Block Panchayat,IUML,UDF,5742,2025
B10114_9,B10114,Tanur,9,Thalakkadathur,Shoukath Ali,Malappuram,Block Panchayat,INC,UDF,5973,2025
B10114_10,B10114,Tanur,10,Ponmundam,Sakkeena,Malappuram,Block Panchayat,IUML,UDF,5128,2025
B10114_11,B10114,Tanur,11,Vailathur,Sidheeque,Malappuram,Block Panchayat,IND,OTH,4836,2025
B10114_12,B10114,Tanur,12,Areekkad,K.P. Ayisummu,Malappuram,Block Panchayat,IUML,UDF,5183,2025
B10114_13,B10114,Tanur,13,Tanalur,Usman Thottungal,Malappuram,Block Panchayat,IUML,UDF,6519,2025
B10114_14,B10114,Tanur,14,Vattathani,Haleema. V.P,Malappuram,Block Panchayat,IND,OTH,4005,2025
B10114_15,B10114,Tanur,15,Mangad,Afiya Noufal,Malappuram,Block Panchayat,IUML,UDF,4426,2025
B10114_16,B10114,Tanur,16,Kalad,Aneesh,Malappuram,Block Panchayat,CPI(M),LDF,4449,2025
B10114_17,B10114,Tanur,17,K Puram,Dr. Shahna Nishad,Malappuram,Block Panchayat,INC,UDF,4198,2025
B10117_1,B10117,Tirur,1,Paravanna,Sidheek,Malappuram,Block Panchayat,IUML,UDF,5752,2025
B10117_2,B10117,Tirur,2,Pachattiri,Abdul Rasheed,Malappuram,Block Panchayat,INC,UDF,3808,2025
B10117_3,B10117,Tirur,3,Vettom,Fathima Mukkattil,Malappuram,Block Panchayat,INC,UDF,4798,2025
B10117_4,B10117,Tirur,4,Mangattiri,Asifa,Malappuram,Block Panchayat,INC,UDF,3457,2025
B10117_5,B10117,Tirur,5,Pulloor,Fathimathusuhra,Malappuram,Block Panchayat,IUML,UDF,4978,2025
B10117_6,B10117,Tirur,6,Thekkankuttoor,Thahira Mundekkat Thottiyil,Malappuram,Block Panchayat,IUML,UDF,4642,2025
B10117_7,B10117,Tirur,7,Vairankode,Fakrudheen Ali Kottarath,Malappuram,Block Panchayat,IUML,UDF,5919,2025
B10117_8,B10117,Tirur,8,Pattarnadakkav,Chittakath Pottammal Rahmath,Malappuram,Block Panchayat,IUML,UDF,6398,2025
B10117_9,B10117,Tirur,9,Thirunavaya,Prajeesh,Malappuram,Block Panchayat,INC,UDF,5263,2025
B10117_10,B10117,Tirur,10,Poozhikkunnu,E K Susmitha,Malappuram,Block Panchayat,INC,UDF,4442,2025
B10117_11,B10117,Tirur,11,Alathiyoor,Abdul Fukkar,Malappuram,Block Panchayat,CPI(M),LDF,4147,2025
