lsgi_code_ward_number,sec_kerala_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
G11056_19,G11056,Madavoor,19,Chathanarambu,C. K. Gireesh Kumar,Kozhikkode,Grama Panchayat,INC,UDF,540,2025
G11021_1,G11021,Maniyur,1,Pathiyarakkara North,Surendran,Kozhikkode,Grama Panchayat,CPI(M),LDF,694,2025
G11021_2,G11021,Maniyur,2,Mudappilavil North,Arjun D S,Kozhikkode,Grama Panchayat,CPI(M),LDF,804,2025
G11021_3,G11021,Maniyur,3,Mudappilavil Center,Jaseela T,Kozhikkode,Grama Panchayat,IND,OTH,755,2025
G11021_4,G11021,Maniyur,4,Mantharathur,Shahabath Joona,Kozhikkode,Grama Panchayat,IUML,UDF,794,2025
G11021_5,G11021,Maniyur,5,Vettil Peedika,Shaija Palicheri Meethal,Kozhikkode,Grama Panchayat,INC,UDF,694,2025
G11021_6,G11021,Maniyur,6,Edathumkara,Sajitha Kuyyalath,Kozhikkode,Grama Panchayat,CPI(M),LDF,717,2025
G11021_7,G11021,Maniyur,7,Kurunthodi East,Sheeba Pramvelli,Kozhikkode,Grama Panchayat,INC,UDF,619,2025
G11021_8,G11021,Maniyur,8,Kurunthodi West,Bijithlal Thekkedath,Kozhikkode,Grama Panchayat,RMPI,OTH,798,2025
G11021_9,G11021,Maniyur,9,Elambilad,T T Moidu Master,Kozhikkode,Grama Panchayat,RJD,LDF,614,2025
G11021_10,G11021,Maniyur,10,Cherandathur,O P Prameela,Kozhikkode,Grama Panchayat,INC,UDF,727,2025
G11021_11,G11021,Maniyur,11,Mankara,Ahammed Swalih,Kozhikkode,Grama Panchayat,IUML,UDF,886,2025
G11021_12,G11021,Maniyur,12,Maniyur East,Sabeesh,Kozhikkode,Grama Panchayat,CPI(M),LDF,783,2025
G11021_13,G11021,Maniyur,13,Maniyur North,Dipisha N K,Kozhikkode,Grama Panchayat,CPI,LDF,793,2025
G11021_14,G11021,Maniyur,14,Attakkundu,Puthiyottil Suresh,Kozhikkode,Grama Panchayat,CPI(M),LDF,833,2025
G11021_15,G11021,Maniyur,15,Maniyur Theru,Deepa N K,Kozhikkode,Grama Panchayat,CPI(M),LDF,540,2025
G11021_16,G11021,Maniyur,16,Kunnathukara,Hafsath Kk,Kozhikkode,Grama Panchayat,IUML,UDF,634,2025
G11021_17,G11021,Maniyur,17,Chellattupoyil,Dinsha K,Kozhikkode,Grama Panchayat,INC,UDF,750,2025
G11021_18,G11021,Maniyur,18,Meenathkara,C V Nafeesa Teacher,Kozhikkode,Grama Panchayat,INC,UDF,738,2025
G11021_19,G11021,Maniyur,19,Karuvancheri,Vishnu Muthuveettil,Kozhikkode,Grama Panchayat,INC,UDF,777,2025
G11021_20,G11021,Maniyur,20,Palayad,Aneeshkumar M P,Kozhikkode,Grama Panchayat,CPI(M),LDF,673,2025
G11021_21,G11021,Maniyur,21,Pathiyarakara South,Rajesh K P,Kozhikkode,Grama Panchayat,INC,UDF,830,2025
G11021_22,G11021,Maniyur,22,Pathiyarakara Center,Sajina L D,Kozhikkode,Grama Panchayat,RJD,LDF,648,2025
G11021_23,G11021,Maniyur,23,Naduvayal,Seetha M T,Kozhikkode,Grama Panchayat,CPI(M),LDF,609,2025
G11017_1,G11017,Maruthonkara,1,Kallad,T K Ashraf,Kozhikkode,Grama Panchayat,IUML,UDF,588,2025
G11017_2,G11017,Maruthonkara,2,Paikkatt,Nimya Ravi,Kozhikkode,Grama Panchayat,CPI(M),LDF,591,2025
G11017_3,G11017,Maruthonkara,3,Kachery,M K Raveendran Master,Kozhikkode,Grama Panchayat,CPI(M),LDF,476,2025
G11017_4,G11017,Maruthonkara,4,Maruthonkara,K M Sathi,Kozhikkode,Grama Panchayat,CPI(M),LDF,753,2025
G11017_5,G11017,Maruthonkara,5,Vilyampara,Paikkattummal Venugopalan,Kozhikkode,Grama Panchayat,CPI(M),LDF,551,2025
G11017_6,G11017,Maruthonkara,6,Kothode,K R Biju,Kozhikkode,Grama Panchayat,CPI(M),LDF,756,2025
G11017_7,G11017,Maruthonkara,7,Thuvvatta Poyil,P P Suprabha,Kozhikkode,Grama Panchayat,CPI(M),LDF,759,2025
G11017_8,G11017,Maruthonkara,8,Pashukkadave,Biby Parackal,Kozhikkode,Grama Panchayat,INC,UDF,489,2025
G11017_9,G11017,Maruthonkara,9,Centre Mukk,Beena Alackal,Kozhikkode,Grama Panchayat,INC,UDF,483,2025
G11017_10,G11017,Maruthonkara,10,Vannathichira,Dibin O C,Kozhikkode,Grama Panchayat,CPI(M),LDF,560,2025
G11017_11,G11017,Maruthonkara,11,Mullankunnu,Bincy Thomas,Kozhikkode,Grama Panchayat,INC,UDF,421,2025
G11017_12,G11017,Maruthonkara,12,Maruthonkara South,Shivija Vinodan,Kozhikkode,Grama Panchayat,CPI(M),LDF,573,2025
G11017_13,G11017,Maruthonkara,13,Mundakutty,E K Murali,Kozhikkode,Grama Panchayat,CPI(M),LDF,604,2025
G11017_14,G11017,Maruthonkara,14,Mannur,Najma Navas,Kozhikkode,Grama Panchayat,IUML,UDF,441,2025
G11017_15,G11017,Maruthonkara,15,Adukkath,Shahira Abdul Basheer,Kozhikkode,Grama Panchayat,IND,OTH,544,2025
G11065_1,G11065,Mavoor,1,Malapram,N P Unnirajan,Kozhikkode,Grama Panchayat,CPI(M),LDF,740,2025
G11065_2,G11065,Mavoor,2,Valayannur,Ashraf Kariyerimethal,Kozhikkode,Grama Panchayat,IND,OTH,659,2025
G11065_3,G11065,Mavoor,3,Cheruppa,Sreeja Attanchery,Kozhikkode,Grama Panchayat,IUML,UDF,670,2025
G11065_4,G11065,Mavoor,4,Kuttikkadavu,Muneera Ponnampurath,Kozhikkode,Grama Panchayat,IUML,UDF,842,2025
G11065_5,G11065,Mavoor,5,Thengilakadavu,N P Ahammad,Kozhikkode,Grama Panchayat,IUML,UDF,580,2025
G11065_6,G11065,Mavoor,6,Mecherikkunnu,Chandrika Teacher,Kozhikkode,Grama Panchayat,CPI(M),LDF,640,2025
G11065_7,G11065,Mavoor,7,Kanni Paramb,Mini Thuvvakkattu,Kozhikkode,Grama Panchayat,CPI(M),LDF,656,2025
G11065_8,G11065,Mavoor,8,Palliyol,K Usman,Kozhikkode,Grama Panchayat,IND,OTH,642,2025
G11065_9,G11065,Mavoor,9,Aduvad,K P Chandran,Kozhikkode,Grama Panchayat,CPI(M),LDF,569,2025
G11065_10,G11065,Mavoor,10,Kaniyath,Jayasree Divyaprakas,Kozhikkode,Grama Panchayat,INC,UDF,446,2025
G11065_11,G11065,Mavoor,11,Thathur Poyil,C Premalatha,Kozhikkode,Grama Panchayat,IND,OTH,521,2025
G11065_12,G11065,Mavoor,12,Mavoor South,Muneerath Teacher,Kozhikkode,Grama Panchayat,IUML,UDF,463,2025
G11065_13,G11065,Mavoor,13,Mavoor North,Geethamani,Kozhikkode,Grama Panchayat,INC,UDF,420,2025
G11065_14,G11065,Mavoor,14,Parammal East,Mumthas Madathilamthodi,Kozhikkode,Grama Panchayat,IUML,UDF,522,2025
G11065_15,G11065,Mavoor,15,Parammal West,Fausiya Salam,Kozhikkode,Grama Panchayat,INC,UDF,544,2025
G11065_16,G11065,Mavoor,16,Kalpalli,Anas P C,Kozhikkode,Grama Panchayat,IUML,UDF,698,2025
G11065_17,G11065,Mavoor,17,Aayamkulam,Nalamkandathil Gireesh Kumar,Kozhikkode,Grama Panchayat,CPI(M),LDF,501,2025
G11065_18,G11065,Mavoor,18,Urkadavu,C P Krishnan,Kozhikkode,Grama Panchayat,INC,UDF,683,2025
G11065_19,G11065,Mavoor,19,Manakkadu,Umadevi Sathyan,Kozhikkode,Grama Panchayat,RMPI,OTH,688,2025
G11027_1,G11027,Meppayur,1,Keezhppayur,Abdul Rahman Ellath,Kozhikkode,Grama Panchayat,IUML,UDF,624,2025
G11027_2,G11027,Meppayur,2,Janakeeyamukku,K M Vinodan,Kozhikkode,Grama Panchayat,CPI(M),LDF,613,2025
G11027_3,G11027,Meppayur,3,Meppayur,K Kunjikkannan,Kozhikkode,Grama Panchayat,CPI(M),LDF,579,2025
G11027_4,G11027,Meppayur,4,Edathilmukku,Sreyas  Balakrishnan,Kozhikkode,Grama Panchayat,INC,UDF,606,2025
G11027_5,G11027,Meppayur,5,Madathumbhagam,Prasanna Kumari,Kozhikkode,Grama Panchayat,INC,UDF,623,2025
G11027_6,G11027,Meppayur,6,Meppayur High School,Sunitha Achikulangara,Kozhikkode,Grama Panchayat,CPI(M),LDF,560,2025
G11027_7,G11027,Meppayur,7,Changaramvelli,Lijeesh N,Kozhikkode,Grama Panchayat,CPI(M),LDF,626,2025
G11027_8,G11027,Meppayur,8,Kayalad,Sunil Vadakkayil,Kozhikkode,Grama Panchayat,CPI(M),LDF,675,2025
G11027_9,G11027,Meppayur,9,Meppayur Town,V P Jafar Master,Kozhikkode,Grama Panchayat,IUML,UDF,629,2025
G11027_10,G11027,Meppayur,10,Kozhukkallur,K T Vinodan,Kozhikkode,Grama Panchayat,INC,UDF,633,2025
G11027_11,G11027,Meppayur,11,Chavattu,Jasla Kommileri,Kozhikkode,Grama Panchayat,RJD,LDF,602,2025
G11027_12,G11027,Meppayur,12,Nidumboyil,Hannath Teacher,Kozhikkode,Grama Panchayat,INC,UDF,642,2025
G11027_13,G11027,Meppayur,13,Mampoyil,K V Usha,Kozhikkode,Grama Panchayat,CPI(M),LDF,585,2025
G11027_14,G11027,Meppayur,14,Narakkode,M P Subeera,Kozhikkode,Grama Panchayat,CPI(M),LDF,650,2025
G11027_15,G11027,Meppayur,15,Marutheriparamb,Rajeevan Kayammamkandi,Kozhikkode,Grama Panchayat,CPI(M),LDF,614,2025
G11027_16,G11027,Meppayur,16,Manhakkulam,P Sindhu,Kozhikkode,Grama Panchayat,CPI(M),LDF,599,2025
G11027_17,G11027,Meppayur,17,Pavattukandymukku,Anooja K K,Kozhikkode,Grama Panchayat,CPI(M),LDF,632,2025
G11027_18,G11027,Meppayur,18,Narikkuni,Nibitha T,Kozhikkode,Grama Panchayat,CPI(M),LDF,631,2025
G11027_19,G11027,Meppayur,19,Vilayattoor,Nisha Mekkoth,Kozhikkode,Grama Panchayat,CPI(M),LDF,623,2025
G11044_1,G11044,Moodadi,1,Kodikkal,K P Kareem,Kozhikkode,Grama Panchayat,IUML,UDF,738,2025
G11044_2,G11044,Moodadi,2,Nandi,Anas Ayadathil,Kozhikkode,Grama Panchayat,IUML,UDF,470,2025
G11044_3,G11044,Moodadi,3,Elambilad  North,Usna A V,Kozhikkode,Grama Panchayat,IUML,UDF,528,2025
G11044_4,G11044,Moodadi,4,Elambilad South,Anas Anniyattu,Kozhikkode,Grama Panchayat,CPI(M),LDF,513,2025
G11044_5,G11044,Moodadi,5,Veeravanchery South,Mini,Kozhikkode,Grama Panchayat,CPI(M),LDF,468,2025
G11044_6,G11044,Moodadi,6,Veeravanchery North,Bhavani,Kozhikkode,Grama Panchayat,CPI(M),LDF,487,2025
G11044_7,G11044,Moodadi,7,Chingapuram,Roopesh Koodathil,Kozhikkode,Grama Panchayat,INC,UDF,585,2025
G11044_8,G11044,Moodadi,8,Valiyamala,Sunitha,Kozhikkode,Grama Panchayat,CPI(M),LDF,582,2025
G11044_9,G11044,Moodadi,9,Neravath,C K Sreekumar,Kozhikkode,Grama Panchayat,CPI(M),LDF,639,2025
G11044_10,G11044,Moodadi,10,Muchukunnu  North,Leela P K,Kozhikkode,Grama Panchayat,RJD,LDF,634,2025
G11044_11,G11044,Moodadi,11,Muchukunnu Centre,O Raghunath,Kozhikkode,Grama Panchayat,CPI(M),LDF,822,2025
G11044_12,G11044,Moodadi,12,Muchukunnu South,M P Akhila,Kozhikkode,Grama Panchayat,CPI(M),LDF,643,2025
G11044_13,G11044,Moodadi,13,Gopalapuram,Manjula K K,Kozhikkode,Grama Panchayat,INC,UDF,646,2025
G11044_14,G11044,Moodadi,14,Hilbazar,Ramya Surjith,Kozhikkode,Grama Panchayat,INC,UDF,592,2025
G11044_15,G11044,Moodadi,15,Moodadi Centre,Beena Gireesh,Kozhikkode,Grama Panchayat,CPI(M),LDF,488,2025
G11044_16,G11044,Moodadi,16,Palakkulam,K Sathyan,Kozhikkode,Grama Panchayat,CPI(M),LDF,621,2025
G11044_17,G11044,Moodadi,17,Moodadi,Padmanabhan,Kozhikkode,Grama Panchayat,CPI(M),UDF,505,2025
G11044_18,G11044,Moodadi,18,Veemangalam,Savitha Raman Veettil,Kozhikkode,Grama Panchayat,IND,OTH,597,2025
G11044_19,G11044,Moodadi,19,Kadaloor,Rausi Basheer,Kozhikkode,Grama Panchayat,IUML,UDF,711,2025
G11044_20,G11044,Moodadi,20,Avikkal,Sajna Pirisathil,Kozhikkode,Grama Panchayat,IUML,UDF,823,2025
G11011_1,G11011,Nadapuram,1,Iyyankode West,Ajay Kumar,Kozhikkode,Grama Panchayat,INC,UDF,691,2025
G11011_2,G11011,Nadapuram,2,Iyyankode East,Jumaila,Kozhikkode,Grama Panchayat,IUML,UDF,720,2025
G11011_3,G11011,Nadapuram,3,Vishnu Mangalam,Ibrahim,Kozhikkode,Grama Panchayat,IUML,UDF,770,2025
G11011_4,G11011,Nadapuram,4,Vishnumangalam West,Sindhu,Kozhikkode,Grama Panchayat,CPI(M),LDF,583,2025
G11011_5,G11011,Nadapuram,5,Kuttipram,Soumya,Kozhikkode,Grama Panchayat,IND,OTH,529,2025
G11011_6,G11011,Nadapuram,6,Peruvankara,Umesh,Kozhikkode,Grama Panchayat,INC,UDF,651,2025
G11011_7,G11011,Nadapuram,7,Cheeyur,Ashraf,Kozhikkode,Grama Panchayat,INC,UDF,968,2025
G11011_8,G11011,Nadapuram,8,Chelakkad North,Savitha,Kozhikkode,Grama Panchayat,CPI(M),LDF,662,2025
G11011_9,G11011,Nadapuram,9,Chelakkad South,Aiyisha,Kozhikkode,Grama Panchayat,IUML,UDF,740,2025
G11011_10,G11011,Nadapuram,10,Kuttipram South,Rajesh,Kozhikkode,Grama Panchayat,CPI(M),LDF,542,2025
G11011_11,G11011,Nadapuram,11,Ombath Kandam,Rineesh,Kozhikkode,Grama Panchayat,INC,UDF,566,2025
G11011_12,G11011,Nadapuram,12,Narikkatteri,Ramla,Kozhikkode,Grama Panchayat,IUML,UDF,906,2025
G11011_13,G11011,Nadapuram,13,Varikkoli,Sneha.V.P,Kozhikkode,Grama Panchayat,CPI(M),LDF,773,2025
G11011_14,G11011,Nadapuram,14,Kummankode,Roshna,Kozhikkode,Grama Panchayat,IND,OTH,574,2025
G11011_15,G11011,Nadapuram,15,Kummankode North,Raghnath,Kozhikkode,Grama Panchayat,INC,UDF,641,2025
G11011_16,G11011,Nadapuram,16,Kallachi,Aparna K,Kozhikkode,Grama Panchayat,CPI(M),LDF,713,2025
G11011_17,G11011,Nadapuram,17,Kallachi Town,Jayalakshmi,Kozhikkode,Grama Panchayat,INC,UDF,666,2025
G11011_18,G11011,Nadapuram,18,Nadapuram,Sumayya,Kozhikkode,Grama Panchayat,IUML,UDF,902,2025
G11011_19,G11011,Nadapuram,19,Kummankode East,Vasu,Kozhikkode,Grama Panchayat,IUML,UDF,958,2025
G11011_20,G11011,Nadapuram,20,Kummankode South,Abdul Jaleel,Kozhikkode,Grama Panchayat,IUML,UDF,867,2025
G11011_21,G11011,Nadapuram,21,Kakkamvelli,Ayisha K,Kozhikkode,Grama Panchayat,IUML,UDF,701,2025
G11011_22,G11011,Nadapuram,22,Pulikkool,Abdul  Muneer,Kozhikkode,Grama Panchayat,IUML,UDF,749,2025
G11011_23,G11011,Nadapuram,23,Nadapuram Town,Safeera,Kozhikkode,Grama Panchayat,IUML,UDF,788,2025
G11011_24,G11011,Nadapuram,24,Kakkattil,Abbas,Kozhikkode,Grama Panchayat,IUML,UDF,1113,2025
G11036_1,G11036,Naduvannur,1,Puthiyedath Kuni,Hameed Nattipparol,Kozhikkode,Grama Panchayat,IUML,UDF,569,2025
G11036_2,G11036,Naduvannur,2,Kavil,C K Balakrishnan Master,Kozhikkode,Grama Panchayat,CPI(M),LDF,517,2025
G11036_3,G11036,Naduvannur,3,Karuvannur,Bindhu Madacheri,Kozhikkode,Grama Panchayat,CPI(M),LDF,625,2025
G11036_4,G11036,Naduvannur,4,Kavumthara,Ashok Kumar Master,Kozhikkode,Grama Panchayat,CPI(M),LDF,472,2025
G11036_5,G11036,Naduvannur,5,Pappadakunnu,Greeshma Prasoon,Kozhikkode,Grama Panchayat,CPI(M),LDF,532,2025
G11036_6,G11036,Naduvannur,6,Udumbramala,K P Prasanth,Kozhikkode,Grama Panchayat,INC,UDF,703,2025
G11036_7,G11036,Naduvannur,7,Puthusseri Thazhe,Krishnadas Cheedathil,Kozhikkode,Grama Panchayat,INC,UDF,483,2025
G11036_8,G11036,Naduvannur,8,Puthiyappuram,Sneha R G,Kozhikkode,Grama Panchayat,CPI(M),LDF,536,2025
G11036_9,G11036,Naduvannur,9,Vallora Mala,A P Shaji Master,Kozhikkode,Grama Panchayat,INC,UDF,565,2025
G11036_10,G11036,Naduvannur,10,Naduvannur,Leela Bhagavathikandi,Kozhikkode,Grama Panchayat,CPI(M),LDF,515,2025
G11036_11,G11036,Naduvannur,11,Naduvannur Town,Shaija Murali,Kozhikkode,Grama Panchayat,INC,UDF,756,2025
G11036_12,G11036,Naduvannur,12,Ankakkalari,Bindhu Kuttikkandi,Kozhikkode,Grama Panchayat,CPI(M),LDF,582,2025
G11036_13,G11036,Naduvannur,13,Karumbapoyil,Souda K K,Kozhikkode,Grama Panchayat,IUML,UDF,660,2025
G11036_14,G11036,Naduvannur,14,Chengott Para,Muhammadali Chathoth,Kozhikkode,Grama Panchayat,INC,UDF,658,2025
G11036_15,G11036,Naduvannur,15,Palayatt,Sajira Anas,Kozhikkode,Grama Panchayat,IUML,UDF,644,2025
G11036_16,G11036,Naduvannur,16,Mannankav,Dilsha Makkatt,Kozhikkode,Grama Panchayat,IND,OTH,597,2025
G11036_17,G11036,Naduvannur,17,Thuruthimukk,Suja P,Kozhikkode,Grama Panchayat,IUML,UDF,602,2025
G11036_18,G11036,Naduvannur,18,Elankamal,Jaseera Mavoli,Kozhikkode,Grama Panchayat,IUML,UDF,802,2025
G11050_1,G11050,Nanmanda,1,Kolathoor,Nivitha Sunesan,Kozhikkode,Grama Panchayat,CPI(M),LDF,556,2025
G11050_2,G11050,Nanmanda,2,Kariyanimala,T P Nilamudheen,Kozhikkode,Grama Panchayat,IUML,UDF,534,2025
G11050_3,G11050,Nanmanda,3,Nanminda Medu,Sameera,Kozhikkode,Grama Panchayat,IUML,UDF,534,2025
G11050_4,G11050,Nanmanda,4,Koliyode,K C Jinisha Poovvathin,Kozhikkode,Grama Panchayat,CPI(M),LDF,501,2025
G11050_5,G11050,Nanmanda,5,Arayana Poyil,Vijaya Teacher,Kozhikkode,Grama Panchayat,INC,UDF,542,2025
G11050_6,G11050,Nanmanda,6,Thiyyakkoth,Leela Padikkara,Kozhikkode,Grama Panchayat,CPI(M),LDF,539,2025
G11050_7,G11050,Nanmanda,7,Kunnatheru,Nina Saseendran,Kozhikkode,Grama Panchayat,INC,UDF,555,2025
G11050_8,G11050,Nanmanda,8,Nanminda- 14,Girija Valiyaparampil,Kozhikkode,Grama Panchayat,BJP,NDA,624,2025
G11050_9,G11050,Nanmanda,9,Thali,Karikkeerikandi Anil Kumar,Kozhikkode,Grama Panchayat,CPI(M),LDF,488,2025
G11050_10,G11050,Nanmanda,10,Nanminda,Premalatha Teacher Valath,Kozhikkode,Grama Panchayat,CPI(M),LDF,463,2025
G11050_11,G11050,Nanmanda,11,Ezhukulam,Vinisha Shaiju,Kozhikkode,Grama Panchayat,INC,UDF,455,2025
G11050_12,G11050,Nanmanda,12,National,Jayaprakasan Master,Kozhikkode,Grama Panchayat,INC,UDF,689,2025
G11050_13,G11050,Nanmanda,13,Nanminda- 12,Shyma Manoj,Kozhikkode,Grama Panchayat,INC,UDF,746,2025
G11050_14,G11050,Nanmanda,14,Narakassery,Sathyabhama Edavankandy,Kozhikkode,Grama Panchayat,BJP,NDA,531,2025
G11050_15,G11050,Nanmanda,15,Pukkunnu,V C Pramod,Kozhikkode,Grama Panchayat,CPI(M),LDF,485,2025
G11050_16,G11050,Nanmanda,16,Karinkalikave,M K Ramesan,Kozhikkode,Grama Panchayat,INC,UDF,614,2025
G11050_17,G11050,Nanmanda,17,Munnoorkkayil,Biji Kuniyamparampath,Kozhikkode,Grama Panchayat,CPI(M),LDF,636,2025
G11050_18,G11050,Nanmanda,18,Cheekkilode,P Viswan,Kozhikkode,Grama Panchayat,CPI(M),LDF,442,2025
G11051_1,G11051,Narikkuni,1,Kundayi,P.C Ramla,Kozhikkode,Grama Panchayat,INC,UDF,606,2025
G11051_2,G11051,Narikkuni,2,Pannikkottoor,Abduljaleel B C,Kozhikkode,Grama Panchayat,IUML,UDF,612,2025
G11051_3,G11051,Narikkuni,3,Pannikkottoor South,Jaseela Majeed,Kozhikkode,Grama Panchayat,IUML,UDF,635,2025
G11051_4,G11051,Narikkuni,4,Moorkhankundu,C .K Saleem,Kozhikkode,Grama Panchayat,IUML,UDF,515,2025
G11051_5,G11051,Narikkuni,5,Karukulangara,Nisha E.V,Kozhikkode,Grama Panchayat,IND,OTH,518,2025
G11051_6,G11051,Narikkuni,6,Vattapparappoyil,Ratheesh N.K,Kozhikkode,Grama Panchayat,INC,UDF,577,2025
G11051_7,G11051,Narikkuni,7,Narikkuni,C.P Laila,Kozhikkode,Grama Panchayat,IUML,UDF,614,2025
G11051_8,G11051,Narikkuni,8,Parannur,Ahammed Shareef,Kozhikkode,Grama Panchayat,IUML,UDF,651,2025
G11051_9,G11051,Narikkuni,9,Palolithazham,Jagajeevan C.P,Kozhikkode,Grama Panchayat,IND,OTH,645,2025
G11051_10,G11051,Narikkuni,10,Parannur West,Safeena Basheer,Kozhikkode,Grama Panchayat,IUML,UDF,450,2025
G11051_11,G11051,Narikkuni,11,Kalkkudumb,Aparna Shyju,Kozhikkode,Grama Panchayat,INC,UDF,542,2025
G11051_12,G11051,Narikkuni,12,Chengottupoyil,Sharli Padinjare Payyadi,Kozhikkode,Grama Panchayat,INC,UDF,444,2025
G11051_13,G11051,Narikkuni,13,Nellyerithazham,Sunilkumar Thenarukandiyil,Kozhikkode,Grama Panchayat,INC,UDF,521,2025
G11051_14,G11051,Narikkuni,14,Odupara,Famitha Gafoor,Kozhikkode,Grama Panchayat,CPI(M),LDF,548,2025
G11051_15,G11051,Narikkuni,15,Kavumpoyil,Girija Chandrasekharan,Kozhikkode,Grama Panchayat,CPI(M),LDF,608,2025
G11051_16,G11051,Narikkuni,16,Palangad,Aparna Naduviledathu,Kozhikkode,Grama Panchayat,INC,UDF,602,2025
G11051_17,G11051,Narikkuni,17,Kodoli,Jawhar Poomangalam,Kozhikkode,Grama Panchayat,INC,UDF,680,2025
G11018_1,G11018,Naripatta,1,Payyekkandy,Nisha Paravattam,Kozhikkode,Grama Panchayat,CPI(M),LDF,687,2025
G11018_2,G11018,Naripatta,2,Kumbalachola,Pavithran A P,Kozhikkode,Grama Panchayat,CPI(M),LDF,571,2025
G11018_3,G11018,Naripatta,3,Valook,Lovely,Kozhikkode,Grama Panchayat,INC,UDF,558,2025
G11018_4,G11018,Naripatta,4,Uppammal,Bindu K,Kozhikkode,Grama Panchayat,CPI(M),LDF,605,2025
G11018_5,G11018,Naripatta,5,Mullambath,Geetha K M,Kozhikkode,Grama Panchayat,CPI(M),LDF,558,2025
G11018_6,G11018,Naripatta,6,Thavullakolly,V P Suresh Master,Kozhikkode,Grama Panchayat,CPI(M),LDF,706,2025
G11018_7,G11018,Naripatta,7,Vallithara,Ponni A,Kozhikkode,Grama Panchayat,CPI(M),LDF,694,2025
G11018_8,G11018,Naripatta,8,Mundyod,O P Anil,Kozhikkode,Grama Panchayat,CPI,LDF,494,2025
G11018_9,G11018,Naripatta,9,Kaively,Remya R S,Kozhikkode,Grama Panchayat,CPI(M),LDF,534,2025
G11018_10,G11018,Naripatta,10,Chambilora,Reeja C M Parakkettu,Kozhikkode,Grama Panchayat,CPI(M),LDF,656,2025
G11018_11,G11018,Naripatta,11,Kayakool,M P Kunhiraman Master,Kozhikkode,Grama Panchayat,CPI(M),LDF,479,2025
G11018_12,G11018,Naripatta,12,Kandothkuni,Karthi C,Kozhikkode,Grama Panchayat,IUML,UDF,888,2025
G11018_13,G11018,Naripatta,13,Manniyur,Sajina Manniyur,Kozhikkode,Grama Panchayat,CPI(M),LDF,622,2025
G11018_14,G11018,Naripatta,14,Thazhe Naripatta,P P Rajan Master,Kozhikkode,Grama Panchayat,INC,UDF,527,2025
G11018_15,G11018,Naripatta,15,Chevittupara,C P Mufeeda Teacher,Kozhikkode,Grama Panchayat,IUML,UDF,690,2025
G11018_16,G11018,Naripatta,16,Koyyal,K P Purushu Master,Kozhikkode,Grama Panchayat,CPI(M),LDF,695,2025
G11018_17,G11018,Naripatta,17,Kakkuzhippeedika,Saliha Majeed,Kozhikkode,Grama Panchayat,IUML,UDF,724,2025
G11018_18,G11018,Naripatta,18,Thinur,P P Moythu,Kozhikkode,Grama Panchayat,IND,OTH,441,2025
G11029_1,G11029,Nochad,1,Edathum Bhagam,Dhanya.P.P,Kozhikkode,Grama Panchayat,CPI(M),LDF,560,2025
G11029_2,G11029,Nochad,2,Mammilikkulam,C.K. Sujith,Kozhikkode,Grama Panchayat,CPI(M),LDF,618,2025
G11029_3,G11029,Nochad,3,Valiakode,Binija.A,Kozhikkode,Grama Panchayat,CPI(M),LDF,578,2025
G11029_4,G11029,Nochad,4,Homeo Centre,Remya Ambaly,Kozhikkode,Grama Panchayat,CPI,LDF,631,2025
G11029_5,G11029,Nochad,5,Kaloli Poyil,Swapna Raneesh,Kozhikkode,Grama Panchayat,INC,UDF,568,2025
G11029_6,G11029,Nochad,6,Chenoli,Shyna Pattona,Kozhikkode,Grama Panchayat,CPI(M),LDF,643,2025
G11029_7,G11029,Nochad,7,Kaithakkal,Shiji Kottarakkal,Kozhikkode,Grama Panchayat,CPI(M),LDF,584,2025
G11029_8,G11029,Nochad,8,Nadukkandippara,T.P Nazar,Kozhikkode,Grama Panchayat,IUML,UDF,658,2025
G11029_9,G11029,Nochad,9,Muliyangal,S.K. Assainar Master,Kozhikkode,Grama Panchayat,IUML,UDF,562,2025
G11029_10,G11029,Nochad,10,Valoor,N. Shaju,Kozhikkode,Grama Panchayat,CPI(M),LDF,725,2025
G11029_11,G11029,Nochad,11,Velliyur,Rajeev. S,Kozhikkode,Grama Panchayat,CPI(M),LDF,591,2025
G11029_12,G11029,Nochad,12,Chalikkara,Naseera Teacher,Kozhikkode,Grama Panchayat,INC,UDF,713,2025
G11029_13,G11029,Nochad,13,Karimbamkunnu,Sudha Unichirakkandi,Kozhikkode,Grama Panchayat,CPI(M),LDF,577,2025
G11029_14,G11029,Nochad,14,Nanhoora,Rasla Siraj P.C,Kozhikkode,Grama Panchayat,IUML,UDF,619,2025
G11029_15,G11029,Nochad,15,Chathothu Thazhe,C.K. Ajeesh Master,Kozhikkode,Grama Panchayat,INC,UDF,619,2025
G11029_16,G11029,Nochad,16,Rayaroth Mukku,Sunitha Malayil,Kozhikkode,Grama Panchayat,CPI(M),LDF,578,2025
G11029_17,G11029,Nochad,17,Ramallur,K.C Baburaj,Kozhikkode,Grama Panchayat,CPI(M),LDF,595,2025
G11029_18,G11029,Nochad,18,Anchampeedika,K.P. Shaima,Kozhikkode,Grama Panchayat,CPI(M),LDF,516,2025
G11075_1,G11075,Olavanna,1,Iringallur,Sudheesh P,Kozhikkode,Grama Panchayat,CPI(M),LDF,798,2025
G11075_2,G11075,Olavanna,2,Palazhi Pala,Ramseena,Kozhikkode,Grama Panchayat,INC,UDF,166,2025
